"Name","WAR","G...8","AB","R","H...11","HR...12","RBI","SB","BB...15","BA","OBP","SLG","OPS","W","L","ERA","WHIP","GS","SV","IP","H_A","HR_A","BB_A","SO_A","yearID","playerID","MVPCan"
"Juan Gonzalez",4.4,140,532,97,173,35,140,1,41,0.325,0.37,0.59,0.96,0,0,0,0,0,0,0,0,0,0,0,2001,"gonzaju03","yes"
"Alex Rodriguez",8.3,162,632,133,201,52,135,18,75,0.318,0.399,0.622,1.021,0,0,0,0,0,0,0,0,0,0,0,2001,"rodrial01","yes"
"Jim Thome",5.6,156,526,101,153,49,124,0,111,0.291,0.416,0.624,1.04,0,0,0,0,0,0,0,0,0,0,0,2001,"thomeji01","yes"
"Roger Clemens",5.6,1,2,0,0,0,0,0,0,0,0,0,0,20,3,3.51,1.257,33,0,220.1,205,19,72,213,2001,"clemero02","yes"
"Manny Ramirez",5.2,142,529,93,162,41,125,0,81,0.306,0.405,0.609,1.014,0,0,0,0,0,0,0,0,0,0,0,2001,"ramirma02","yes"
"Derek Jeter",5.2,150,614,110,191,21,74,27,56,0.311,0.377,0.48,0.858,0,0,0,0,0,0,0,0,0,0,0,2001,"jeterde01","yes"
"Mariano Rivera",3.4,5,0,0,0,0,0,0,0,0,0,0,0,4,6,2.34,0.905,0,50,80.2,61,5,12,83,2001,"riverma01","yes"
"Tino Martinez",2.3,154,589,89,165,34,113,1,42,0.28,0.329,0.501,0.83,0,0,0,0,0,0,0,0,0,0,0,2001,"martiti02","yes"
"Mark Mulder",5.6,2,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,21,8,3.45,1.156,34,0,229.1,214,16,51,153,2001,"muldema01","yes"
"Doug Mientkiewicz",2.8,151,543,77,166,15,74,2,67,0.306,0.387,0.464,0.851,0,0,0,0,0,0,0,0,0,0,0,2001,"mientdo01","yes"
"Rafael Palmeiro",4.7,160,600,98,164,47,123,1,101,0.273,0.381,0.563,0.944,0,0,0,0,0,0,0,0,0,0,0,2001,"palmera01","yes"
"Mike Cameron",5.9,150,540,99,144,25,110,34,69,0.267,0.353,0.48,0.832,0,0,0,0,0,0,0,0,0,0,0,2001,"camermi01","yes"
"Cristian Guzman",4.8,118,493,80,149,10,51,25,21,0.302,0.337,0.477,0.814,0,0,0,0,0,0,0,0,0,0,0,2001,"guzmacr01","yes"
"Edgar Martinez",4.8,132,470,80,144,23,116,4,93,0.306,0.423,0.543,0.966,0,0,0,0,0,0,0,0,0,0,0,2001,"martied01","yes"
"Kazuhiro Sasaki",1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3.24,0.885,0,45,66.2,48,6,11,62,2001,"sasakka01","yes"
"Miguel Tejada",4.2,162,622,107,166,31,113,11,43,0.267,0.326,0.476,0.801,0,0,0,0,0,0,0,0,0,0,0,2001,"tejadmi01","yes"
"Garret Anderson",2.7,161,672,83,194,28,123,13,27,0.289,0.314,0.478,0.792,0,0,0,0,0,0,0,0,0,0,0,2001,"anderga01","yes"
"Torii Hunter",4.7,148,564,82,147,27,92,9,29,0.261,0.306,0.479,0.784,0,0,0,0,0,0,0,0,0,0,0,2001,"hunteto01","yes"
"Mike Sweeney",4.6,147,559,97,170,29,99,10,64,0.304,0.374,0.542,0.916,0,0,0,0,0,0,0,0,0,0,0,2001,"sweenmi01","yes"
"Barry Zito",4.4,2,5,0,0,0,0,0,0,0,0,0,0,17,8,3.49,1.232,35,0,214.1,184,18,80,205,2001,"zitoba01","yes"
"Corey Koskie",6.3,153,562,100,155,26,103,27,68,0.276,0.362,0.488,0.85,0,0,0,0,0,0,0,0,0,0,0,2001,"koskico01","yes"
"Shannon Stewart",4,155,640,103,202,12,60,27,46,0.316,0.371,0.463,0.834,0,0,0,0,0,0,0,0,0,0,0,2001,"stewash01","yes"
"Miguel Tejada",5.7,162,662,108,204,34,131,7,38,0.308,0.354,0.508,0.861,0,0,0,0,0,0,0,0,0,0,0,2002,"tejadmi01","yes"
"Alex Rodriguez",8.8,162,624,125,187,57,142,9,87,0.3,0.392,0.623,1.015,0,0,0,0,0,0,0,0,0,0,0,2002,"rodrial01","yes"
"Alfonso Soriano",4.9,156,696,128,209,39,102,41,23,0.3,0.332,0.547,0.88,0,0,0,0,0,0,0,0,0,0,0,2002,"soriaal01","yes"
"Garret Anderson",5.1,158,638,93,195,29,123,6,30,0.306,0.332,0.539,0.871,0,0,0,0,0,0,0,0,0,0,0,2002,"anderga01","yes"
"Jason Giambi",7.1,155,560,120,176,41,122,2,109,0.314,0.435,0.598,1.034,0,0,0,0,0,0,0,0,0,0,0,2002,"giambja01","yes"
"Torii Hunter",3.5,148,561,89,162,29,94,23,35,0.289,0.334,0.524,0.859,0,0,0,0,0,0,0,0,0,0,0,2002,"hunteto01","yes"
"Jim Thome",7.4,147,480,101,146,52,118,1,122,0.304,0.445,0.677,1.122,0,0,0,0,0,0,0,0,0,0,0,2002,"thomeji01","yes"
"Magglio Ordonez",5.2,153,590,116,189,38,135,7,53,0.32,0.381,0.597,0.978,0,0,0,0,0,0,0,0,0,0,0,2002,"ordonma01","yes"
"Manny Ramirez",6,120,436,84,152,33,107,0,73,0.349,0.45,0.647,1.097,0,0,0,0,0,0,0,0,0,0,0,2002,"ramirma02","yes"
"Bernie Williams",4.5,154,612,102,204,19,102,8,83,0.333,0.415,0.493,0.908,0,0,0,0,0,0,0,0,0,0,0,2002,"willibe02","yes"
"David Eckstein",5.2,152,608,107,178,8,63,21,45,0.293,0.363,0.388,0.752,0,0,0,0,0,0,0,0,0,0,0,2002,"eckstda01","yes"
"Nomar Garciaparra",6.8,156,635,101,197,24,120,5,41,0.31,0.352,0.528,0.88,0,0,0,0,0,0,0,0,0,0,0,2002,"garcino01","yes"
"Barry Zito",7.1,2,4,0,0,0,0,0,0,0,0,0,0,23,5,2.75,1.134,35,0,229.1,182,24,78,182,2002,"zitoba01","yes"
"Eric Chavez",4.3,153,585,87,161,34,109,8,65,0.275,0.348,0.513,0.86,0,0,0,0,0,0,0,0,0,0,0,2002,"chaveer01","yes"
"Eddie Guardado",2,4,0,0,0,0,0,0,0,0,0,0,0,1,3,2.93,1.049,0,45,67.2,53,9,18,70,2002,"guarded01","yes"
"Troy Percival",2.4,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1.92,1.118,0,40,56.1,38,5,25,68,2002,"percitr01","yes"
"Ichiro Suzuki",3.6,157,647,111,208,8,51,31,68,0.321,0.388,0.425,0.813,0,0,0,0,0,0,0,0,0,0,0,2002,"suzukic01","yes"
"Billy Koch",1.8,6,0,0,0,0,0,0,0,0,0,0,0,11,4,3.27,1.27,0,44,93.2,73,7,46,93,2002,"kochbi01","yes"
"Derek Lowe",7.3,2,3,0,1,0,0,0,1,0.333,0.5,0.333,0.833,21,8,2.58,0.974,32,0,219.2,166,12,48,127,2002,"lowede01","yes"
"Pedro Martinez",6.4,2,5,1,0,0,0,0,1,0,0.167,0,0.167,20,4,2.26,0.923,30,0,199.1,144,13,40,239,2002,"martipe02","yes"
"Mike Sweeney",5,126,471,81,160,24,86,9,61,0.34,0.417,0.563,0.979,0,0,0,0,0,0,0,0,0,0,0,2002,"sweenmi01","yes"
"Alex Rodriguez",8.4,161,607,124,181,47,118,17,87,0.298,0.396,0.6,0.995,0,0,0,0,0,0,0,0,0,0,0,2003,"rodrial01","yes"
"Carlos Delgado",5.9,161,570,117,172,42,145,0,109,0.302,0.426,0.593,1.019,0,0,0,0,0,0,0,0,0,0,0,2003,"delgaca01","yes"
"Jorge Posada",5.9,142,481,83,135,30,101,2,93,0.281,0.405,0.518,0.922,0,0,0,0,0,0,0,0,0,0,0,2003,"posadjo01","yes"
"Shannon Stewart",3.1,136,573,90,176,13,73,4,52,0.307,0.364,0.459,0.823,0,0,0,0,0,0,0,0,0,0,0,2003,"stewash01","yes"
"David Ortiz",3.4,128,448,79,129,31,101,0,58,0.288,0.369,0.592,0.961,0,0,0,0,0,0,0,0,0,0,0,2003,"ortizda01","yes"
"Manny Ramirez",5.4,154,569,117,185,37,104,3,97,0.325,0.427,0.587,1.014,0,0,0,0,0,0,0,0,0,0,0,2003,"ramirma02","yes"
"Nomar Garciaparra",6.1,156,658,120,198,28,105,19,39,0.301,0.345,0.524,0.87,0,0,0,0,0,0,0,0,0,0,0,2003,"garcino01","yes"
"Vernon Wells",4.5,161,678,118,215,33,117,4,42,0.317,0.359,0.55,0.909,0,0,0,0,0,0,0,0,0,0,0,2003,"wellsve01","yes"
"Carlos Beltran",5.8,141,521,102,160,26,100,41,72,0.307,0.389,0.522,0.911,0,0,0,0,0,0,0,0,0,0,0,2003,"beltrca01","yes"
"Bret Boone",5.9,159,622,111,183,35,117,16,68,0.294,0.366,0.535,0.902,0,0,0,0,0,0,0,0,0,0,0,2003,"boonebr01","yes"
"Miguel Tejada",4.9,162,636,98,177,27,106,10,53,0.278,0.336,0.472,0.807,0,0,0,0,0,0,0,0,0,0,0,2003,"tejadmi01","yes"
"Bill Mueller",5.6,146,524,85,171,19,85,1,59,0.326,0.398,0.54,0.938,0,0,0,0,0,0,0,0,0,0,0,2003,"muellbi02","yes"
"Jason Giambi",4.8,156,535,97,134,41,107,2,129,0.25,0.412,0.527,0.939,0,0,0,0,0,0,0,0,0,0,0,2003,"giambja01","yes"
"Garret Anderson",4,159,638,80,201,29,116,6,31,0.315,0.345,0.541,0.885,0,0,0,0,0,0,0,0,0,0,0,2003,"anderga01","yes"
"Keith Foulke",3.5,4,0,0,0,0,0,0,0,0,0,0,0,9,1,2.08,0.888,0,43,86.2,57,10,20,88,2003,"foulkke01","yes"
"Frank Thomas",4.3,153,546,87,146,42,105,0,100,0.267,0.39,0.562,0.952,0,0,0,0,0,0,0,0,0,0,0,2003,"thomafr04","yes"
"Eric Chavez",5.3,156,588,94,166,29,101,8,62,0.282,0.35,0.514,0.864,0,0,0,0,0,0,0,0,0,0,0,2003,"chaveer01","yes"
"Carlos Lee",3.2,158,623,100,181,31,113,18,37,0.291,0.331,0.499,0.83,0,0,0,0,0,0,0,0,0,0,0,2003,"leeca01","yes"
"Magglio Ordonez",5.6,160,606,95,192,29,99,9,57,0.317,0.38,0.546,0.926,0,0,0,0,0,0,0,0,0,0,0,2003,"ordonma01","yes"
"Alfonso Soriano",5.4,156,682,114,198,38,91,35,38,0.29,0.338,0.525,0.863,0,0,0,0,0,0,0,0,0,0,0,2003,"soriaal01","yes"
"Derek Jeter",3.6,119,482,87,156,10,52,11,43,0.324,0.393,0.45,0.844,0,0,0,0,0,0,0,0,0,0,0,2003,"jeterde01","yes"
"Pedro Martinez",8,1,3,0,0,0,0,0,0,0,0,0,0,14,4,2.22,1.039,29,0,186.2,147,7,47,206,2003,"martipe02","yes"
"Ichiro Suzuki",5.6,159,679,111,212,13,62,34,36,0.312,0.352,0.436,0.788,0,0,0,0,0,0,0,0,0,0,0,2003,"suzukic01","yes"
"Aubrey Huff",4,162,636,91,198,34,107,2,53,0.311,0.367,0.555,0.922,0,0,0,0,0,0,0,0,0,0,0,2003,"huffau01","yes"
"Esteban Loaiza",7.2,2,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4,21,9,2.9,1.113,34,0,226.1,196,17,56,207,2003,"loaizes01","yes"
"Jason Varitek",3,142,451,63,123,25,85,3,51,0.273,0.351,0.512,0.863,0,0,0,0,0,0,0,0,0,0,0,2003,"varitja01","yes"
"Mariano Rivera",3.6,5,0,0,0,0,0,0,0,0,0,0,0,5,2,1.66,1.005,0,40,70.2,61,3,10,63,2003,"riverma01","yes"
"Vladimir Guerrero",5.6,156,612,124,206,39,126,15,52,0.337,0.391,0.598,0.989,0,0,0,0,0,0,0,0,0,0,0,2004,"guerrvl01","yes"
"Gary Sheffield",4.2,154,573,117,166,36,121,5,92,0.29,0.393,0.534,0.927,0,0,0,0,0,0,0,0,0,0,0,2004,"sheffga01","yes"
"Manny Ramirez",4.1,152,568,108,175,43,130,2,82,0.308,0.397,0.613,1.009,0,0,0,0,0,0,0,0,0,0,0,2004,"ramirma02","yes"
"David Ortiz",4.3,150,582,94,175,41,139,0,75,0.301,0.38,0.603,0.983,0,0,0,0,0,0,0,0,0,0,0,2004,"ortizda01","yes"
"Miguel Tejada",7.4,162,653,107,203,34,150,4,48,0.311,0.36,0.534,0.894,0,0,0,0,0,0,0,0,0,0,0,2004,"tejadmi01","yes"
"Johan Santana",8.8,2,8,0,3,0,2,0,0,0.375,0.375,0.375,0.75,20,6,2.61,0.921,34,0,228,156,24,54,265,2004,"santajo01","yes"
"Ichiro Suzuki",9.2,161,704,101,262,8,60,36,49,0.372,0.414,0.455,0.869,0,0,0,0,0,0,0,0,0,0,0,2004,"suzukic01","yes"
"Michael Young",1.9,160,690,114,216,22,99,12,44,0.313,0.353,0.483,0.836,0,0,0,0,0,0,0,0,0,0,0,2004,"youngmi02","yes"
"Mariano Rivera",4.2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1.94,1.081,0,53,78.2,65,3,20,66,2004,"riverma01","yes"
"Ivan Rodriguez",4.5,135,527,72,176,19,86,7,41,0.334,0.383,0.51,0.893,0,0,0,0,0,0,0,0,0,0,0,2004,"rodriiv01","yes"
"Curt Schilling",7.7,2,7,0,1,0,0,0,0,0.143,0.143,0.143,0.286,21,6,3.26,1.063,32,0,226.2,206,23,35,203,2004,"schilcu01","yes"
"Joe Nathan",3.9,4,1,0,0,0,0,0,0,0,0,0,0,1,2,1.62,0.982,0,44,72.1,48,3,23,89,2004,"nathajo01","yes"
"Derek Jeter",4.2,154,643,111,188,23,78,23,46,0.292,0.352,0.471,0.823,0,0,0,0,0,0,0,0,0,0,0,2004,"jeterde01","yes"
"Mark Kotsay",4.6,148,606,78,190,15,63,8,55,0.314,0.37,0.459,0.829,0,0,0,0,0,0,0,0,0,0,0,2004,"kotsama01","yes"
"Alex Rodriguez",7.6,155,601,112,172,36,106,28,80,0.286,0.375,0.512,0.888,0,0,0,0,0,0,0,0,0,0,0,2004,"rodrial01","yes"
"Johnny Damon",4.3,150,621,123,189,20,94,19,76,0.304,0.38,0.477,0.857,0,0,0,0,0,0,0,0,0,0,0,2004,"damonjo01","yes"
"Paul Konerko",2.3,155,563,84,156,41,117,1,69,0.277,0.359,0.535,0.894,0,0,0,0,0,0,0,0,0,0,0,2004,"konerpa01","yes"
"Hank Blalock",4.6,159,624,107,172,32,110,2,75,0.276,0.355,0.5,0.855,0,0,0,0,0,0,0,0,0,0,0,2004,"blaloha01","yes"
"Melvin Mora",5.6,140,550,111,187,27,104,11,66,0.34,0.419,0.562,0.981,0,0,0,0,0,0,0,0,0,0,0,2004,"morame01","yes"
"Mark Teixeira",4.6,145,545,101,153,38,112,4,68,0.281,0.37,0.56,0.929,0,0,0,0,0,0,0,0,0,0,0,2004,"teixema01","yes"
"Torii Hunter",4.2,138,520,79,141,23,81,21,40,0.271,0.33,0.475,0.805,0,0,0,0,0,0,0,0,0,0,0,2004,"hunteto01","yes"
"Victor Martinez",3.7,141,520,77,147,23,108,0,60,0.283,0.359,0.492,0.851,0,0,0,0,0,0,0,0,0,0,0,2004,"martivi01","yes"
"Erubiel Durazo",3.4,142,511,80,164,22,88,3,56,0.321,0.396,0.523,0.919,0,0,0,0,0,0,0,0,0,0,0,2004,"durazer01","yes"
"Francisco Cordero",3.6,4,0,0,0,0,0,0,0,0,0,0,0,3,4,2.13,1.284,0,49,71.2,60,1,32,79,2004,"cordefr01","yes"
"Chone Figgins",2.7,148,577,83,171,5,60,34,49,0.296,0.35,0.419,0.77,0,0,0,0,0,0,0,0,0,0,0,2004,"figgich01","yes"
"Lew Ford",4.5,154,569,89,170,15,72,20,67,0.299,0.381,0.446,0.827,0,0,0,0,0,0,0,0,0,0,0,2004,"fordle01","yes"
"Carlos Guillen",4.6,136,522,97,166,20,97,12,52,0.318,0.379,0.542,0.921,0,0,0,0,0,0,0,0,0,0,0,2004,"guillca01","yes"
"Travis Hafner",5,140,482,96,150,28,109,3,68,0.311,0.41,0.583,0.993,0,0,0,0,0,0,0,0,0,0,0,2004,"hafnetr01","yes"
"Hideki Matsui",5,162,584,109,174,31,108,3,88,0.298,0.39,0.522,0.912,0,0,0,0,0,0,0,0,0,0,0,2004,"matsuhi01","yes"
"Eric Chavez",5.5,125,475,87,131,29,77,6,95,0.276,0.397,0.501,0.898,0,0,0,0,0,0,0,0,0,0,0,2004,"chaveer01","yes"
"Jason Varitek",4,137,463,67,137,18,73,10,62,0.296,0.39,0.482,0.872,0,0,0,0,0,0,0,0,0,0,0,2004,"varitja01","yes"
"Alex Rodriguez",9.4,162,605,124,194,48,130,21,91,0.321,0.421,0.61,1.031,0,0,0,0,0,0,0,0,0,0,0,2005,"rodrial01","yes"
"David Ortiz",5.2,159,601,119,180,47,148,1,102,0.3,0.397,0.604,1.001,0,0,0,0,0,0,0,0,0,0,0,2005,"ortizda01","yes"
"Vladimir Guerrero",5.7,141,520,95,165,32,108,13,61,0.317,0.394,0.565,0.959,0,0,0,0,0,0,0,0,0,0,0,2005,"guerrvl01","yes"
"Manny Ramirez",4.4,152,554,112,162,45,144,1,80,0.292,0.388,0.594,0.982,0,0,0,0,0,0,0,0,0,0,0,2005,"ramirma02","yes"
"Travis Hafner",5.4,137,486,94,148,33,108,0,79,0.305,0.408,0.595,1.003,0,0,0,0,0,0,0,0,0,0,0,2005,"hafnetr01","yes"
"Paul Konerko",4,158,575,98,163,40,100,0,81,0.283,0.375,0.534,0.909,0,0,0,0,0,0,0,0,0,0,0,2005,"konerpa01","yes"
"Mark Teixeira",7.2,162,644,112,194,43,144,4,72,0.301,0.379,0.575,0.954,0,0,0,0,0,0,0,0,0,0,0,2005,"teixema01","yes"
"Gary Sheffield",4.1,154,584,104,170,34,123,10,78,0.291,0.379,0.512,0.891,0,0,0,0,0,0,0,0,0,0,0,2005,"sheffga01","yes"
"Mariano Rivera",4,5,0,0,0,0,0,0,0,0,0,0,0,7,4,1.38,0.868,0,43,78.1,50,2,18,80,2005,"riverma01","yes"
"Derek Jeter",3.8,159,654,122,202,19,70,14,77,0.309,0.389,0.45,0.839,0,0,0,0,0,0,0,0,0,0,0,2005,"jeterde01","yes"
"Michael Young",3.2,159,668,114,221,24,91,5,58,0.331,0.385,0.513,0.899,0,0,0,0,0,0,0,0,0,0,0,2005,"youngmi02","yes"
"Scott Podsednik",1.7,129,507,80,147,0,25,59,47,0.29,0.351,0.349,0.7,0,0,0,0,0,0,0,0,0,0,0,2005,"podsesc01","yes"
"Johnny Damon",4,148,624,117,197,10,75,18,53,0.316,0.366,0.439,0.805,0,0,0,0,0,0,0,0,0,0,0,2005,"damonjo01","yes"
"Hideki Matsui",4.5,162,629,108,192,23,116,2,63,0.305,0.367,0.496,0.863,0,0,0,0,0,0,0,0,0,0,0,2005,"matsuhi01","yes"
"Richie Sexson",3.9,156,558,99,147,39,121,1,89,0.263,0.369,0.541,0.91,0,0,0,0,0,0,0,0,0,0,0,2005,"sexsori01","yes"
"Miguel Tejada",5.9,162,654,89,199,26,98,5,40,0.304,0.349,0.515,0.865,0,0,0,0,0,0,0,0,0,0,0,2005,"tejadmi01","yes"
"Chone Figgins",3.9,158,642,113,186,8,57,62,64,0.29,0.352,0.397,0.749,0,0,0,0,0,0,0,0,0,0,0,2005,"figgich01","yes"
"Jason Giambi",4.6,139,417,74,113,32,87,0,108,0.271,0.44,0.535,0.975,0,0,0,0,0,0,0,0,0,0,0,2005,"giambja01","yes"
"Victor Martinez",5.2,147,547,73,167,20,80,0,63,0.305,0.378,0.475,0.853,0,0,0,0,0,0,0,0,0,0,0,2005,"martivi01","yes"
"Brian Roberts",7.3,143,561,92,176,18,73,27,67,0.314,0.387,0.515,0.903,0,0,0,0,0,0,0,0,0,0,0,2005,"roberbr01","yes"
"Eric Chavez",4.8,160,625,92,168,27,101,6,58,0.269,0.329,0.466,0.794,0,0,0,0,0,0,0,0,0,0,0,2005,"chaveer01","yes"
"Jason Varitek",3.9,133,470,70,132,22,70,2,62,0.281,0.366,0.489,0.856,0,0,0,0,0,0,0,0,0,0,0,2005,"varitja01","yes"
"Bartolo Colon",4,2,3,0,1,0,1,0,0,0.333,0.333,0.333,0.667,21,8,3.48,1.159,33,0,222.2,215,26,43,157,2005,"colonba01","yes"
"Grady Sizemore",6.6,158,640,111,185,22,81,22,52,0.289,0.348,0.484,0.832,0,0,0,0,0,0,0,0,0,0,0,2005,"sizemgr01","yes"
"Huston Street",2.9,4,0,0,0,0,0,0,0,0,0,0,0,5,1,1.72,1.009,0,23,78.1,53,3,26,72,2005,"streehu01","yes"
"Bob Wickman",1.9,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2.47,1.258,0,45,62,57,9,21,41,2005,"wickmbo01","yes"
"Jorge Cantu",1.2,150,598,73,171,28,117,1,19,0.286,0.311,0.497,0.808,0,0,0,0,0,0,0,0,0,0,0,2005,"cantujo01","yes"
"José Contreras",3.6,2,3,0,0,0,0,0,1,0,0.25,0,0.25,15,7,3.61,1.231,32,0,204.2,177,23,75,154,2005,"contrjo01","yes"
"Justin Morneau",4.3,157,592,97,190,34,130,3,53,0.321,0.375,0.559,0.934,0,0,0,0,0,0,0,0,0,0,0,2006,"morneju01","yes"
"Derek Jeter",5.6,154,623,118,214,14,97,34,69,0.343,0.417,0.483,0.9,0,0,0,0,0,0,0,0,0,0,0,2006,"jeterde01","yes"
"David Ortiz",5.8,151,558,115,160,54,137,1,119,0.287,0.413,0.636,1.049,0,0,0,0,0,0,0,0,0,0,0,2006,"ortizda01","yes"
"Frank Thomas",3.2,137,466,77,126,39,114,0,81,0.27,0.381,0.545,0.926,0,0,0,0,0,0,0,0,0,0,0,2006,"thomafr04","yes"
"Jermaine Dye",4.6,146,539,103,170,44,120,7,59,0.315,0.385,0.622,1.006,0,0,0,0,0,0,0,0,0,0,0,2006,"dyeje01","yes"
"Joe Mauer",5.8,140,521,86,181,13,84,8,79,0.347,0.429,0.507,0.936,0,0,0,0,0,0,0,0,0,0,0,2006,"mauerjo01","yes"
"Johan Santana",7.6,1,2,0,0,0,0,0,0,0,0,0,0,19,6,2.77,0.997,34,0,233.2,186,24,47,245,2006,"santajo01","yes"
"Travis Hafner",5.9,129,454,100,140,42,117,0,100,0.308,0.439,0.659,1.097,0,0,0,0,0,0,0,0,0,0,0,2006,"hafnetr01","yes"
"Vladimir Guerrero",3.8,156,607,92,200,33,116,15,50,0.329,0.382,0.552,0.934,0,0,0,0,0,0,0,0,0,0,0,2006,"guerrvl01","yes"
"Carlos Guillen",6,153,543,100,174,19,85,20,71,0.32,0.4,0.519,0.92,0,0,0,0,0,0,0,0,0,0,0,2006,"guillca01","yes"
"Grady Sizemore",6.7,162,655,134,190,28,76,22,78,0.29,0.375,0.533,0.907,0,0,0,0,0,0,0,0,0,0,0,2006,"sizemgr01","yes"
"Jim Thome",4.9,143,490,108,141,42,109,0,107,0.288,0.416,0.598,1.014,0,0,0,0,0,0,0,0,0,0,0,2006,"thomeji01","yes"
"Alex Rodriguez",4.5,154,572,113,166,35,121,15,90,0.29,0.392,0.523,0.914,0,0,0,0,0,0,0,0,0,0,0,2006,"rodrial01","yes"
"Jason Giambi",2.9,139,446,92,113,37,113,2,110,0.253,0.413,0.558,0.971,0,0,0,0,0,0,0,0,0,0,0,2006,"giambja01","yes"
"Johnny Damon",3.4,149,593,115,169,24,80,25,67,0.285,0.359,0.482,0.841,0,0,0,0,0,0,0,0,0,0,0,2006,"damonjo01","yes"
"Ichiro Suzuki",5.3,161,695,110,224,9,49,45,49,0.322,0.37,0.416,0.786,0,0,0,0,0,0,0,0,0,0,0,2006,"suzukic01","yes"
"Justin Verlander",4,1,1,0,0,0,0,0,0,0,0,0,0,17,9,3.63,1.328,30,0,186,187,21,60,124,2006,"verlaju01","yes"
"Joe Nathan",3.3,5,1,0,0,0,0,0,0,0,0,0,0,7,0,1.58,0.79,0,36,68.1,38,3,16,95,2006,"nathajo01","yes"
"Manny Ramirez",4.5,130,449,79,144,35,102,0,100,0.321,0.439,0.619,1.058,0,0,0,0,0,0,0,0,0,0,0,2006,"ramirma02","yes"
"Miguel Tejada",4.5,162,648,99,214,24,100,6,46,0.33,0.379,0.498,0.878,0,0,0,0,0,0,0,0,0,0,0,2006,"tejadmi01","yes"
"Raul Ibanez",4.5,159,626,103,181,33,123,2,65,0.289,0.353,0.516,0.869,0,0,0,0,0,0,0,0,0,0,0,2006,"ibanera01","yes"
"Robinson Canó",3.2,122,482,62,165,15,78,5,18,0.342,0.365,0.525,0.89,0,0,0,0,0,0,0,0,0,0,0,2006,"canoro01","yes"
"Paul Konerko",3,152,566,97,177,35,113,1,60,0.313,0.381,0.551,0.932,0,0,0,0,0,0,0,0,0,0,0,2006,"konerpa01","yes"
"Magglio Ordonez",1.9,155,593,82,177,24,104,1,45,0.298,0.35,0.477,0.827,0,0,0,0,0,0,0,0,0,0,0,2006,"ordonma01","yes"
"Vernon Wells",6.2,154,611,91,185,32,106,17,54,0.303,0.357,0.542,0.899,0,0,0,0,0,0,0,0,0,0,0,2006,"wellsve01","yes"
"Carl Crawford",4.5,151,600,89,183,18,77,58,37,0.305,0.348,0.482,0.83,0,0,0,0,0,0,0,0,0,0,0,2006,"crawfca02","yes"
"Mariano Rivera",3.9,10,1,0,0,0,0,0,0,0,0,0,0,5,5,1.8,0.96,0,34,75,61,3,11,55,2006,"riverma01","yes"
"Kenny Rogers",3.2,2,7,0,1,0,0,0,0,0.143,0.143,0.286,0.429,17,8,3.84,1.26,33,0,204,195,23,62,99,2006,"rogerke01","yes"
"Chien-Ming Wang",6,1,4,0,0,0,0,0,0,0,0,0,0,19,6,3.63,1.307,33,1,218,233,12,52,76,2006,"wangch01","yes"
"Troy Glaus",4.3,153,540,105,136,38,104,3,86,0.252,0.355,0.513,0.868,0,0,0,0,0,0,0,0,0,0,0,2006,"glaustr01","yes"
"Gary Matthews",5.2,147,620,102,194,19,79,10,58,0.313,0.371,0.495,0.866,0,0,0,0,0,0,0,0,0,0,0,2006,"matthga02","yes"
"A.J. Pierzynski",2.1,140,509,65,150,16,64,1,22,0.295,0.333,0.436,0.769,0,0,0,0,0,0,0,0,0,0,0,2006,"pierzaj01","yes"
"Michael Young",3.8,162,691,93,217,14,103,7,48,0.314,0.356,0.459,0.814,0,0,0,0,0,0,0,0,0,0,0,2006,"youngmi02","yes"
"Alex Rodriguez",9.4,158,583,143,183,54,156,24,95,0.314,0.422,0.645,1.067,0,0,0,0,0,0,0,0,0,0,0,2007,"rodrial01","yes"
"Magglio Ordonez",7.3,157,595,117,216,28,139,4,76,0.363,0.434,0.595,1.029,0,0,0,0,0,0,0,0,0,0,0,2007,"ordonma01","yes"
"Vladimir Guerrero",4.6,150,574,89,186,27,125,2,71,0.324,0.403,0.547,0.95,0,0,0,0,0,0,0,0,0,0,0,2007,"guerrvl01","yes"
"David Ortiz",6.4,149,549,116,182,35,117,3,111,0.332,0.445,0.621,1.066,0,0,0,0,0,0,0,0,0,0,0,2007,"ortizda01","yes"
"Mike Lowell",5,154,589,79,191,21,120,3,53,0.324,0.378,0.501,0.879,0,0,0,0,0,0,0,0,0,0,0,2007,"lowelmi01","yes"
"Jorge Posada",5.4,144,506,91,171,20,90,2,74,0.338,0.426,0.543,0.97,0,0,0,0,0,0,0,0,0,0,0,2007,"posadjo01","yes"
"Victor Martinez",4.3,147,562,78,169,25,114,0,62,0.301,0.374,0.505,0.879,0,0,0,0,0,0,0,0,0,0,0,2007,"martivi01","yes"
"Ichiro Suzuki",5.8,161,678,111,238,6,68,37,49,0.351,0.396,0.431,0.827,0,0,0,0,0,0,0,0,0,0,0,2007,"suzukic01","yes"
"Carlos Pena",7.2,148,490,99,138,46,121,1,103,0.282,0.411,0.627,1.037,0,0,0,0,0,0,0,0,0,0,0,2007,"penaca01","yes"
